entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif,diff_hier,diff_semaine
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,840,10,6,4,600,240,0.4,0.2857142857142857,2023-05-29,0,100
Coalition avenir Québec,2023,120,Orford,1930,23,18,5,1675,255,0.21739130434782608,0.13212435233160622,2023-05-29,0,100
Coalition avenir Québec,2023,626,Papineau,4445,49,30,19,2605,1840,0.3877551020408163,0.41394825646794153,2023-05-29,300,600
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,4620,50,36,14,3295,1325,0.28,0.28679653679653677,2023-05-29,0,225
Coalition avenir Québec,2023,608,Pontiac,3255,36,28,8,2530,725,0.2222222222222222,0.2227342549923195,2023-05-29,0,300
Coalition avenir Québec,2023,714,Portneuf,3680,47,44,3,3535,145,0.06382978723404255,0.03940217391304348,2023-05-29,0,70
Coalition avenir Québec,2023,582,Prévost,4715,50,35,15,3285,1430,0.3,0.30328738069989397,2023-05-29,100,550
Coalition avenir Québec,2023,906,René-Lévesque,1070,12,11,1,970,100,0.08333333333333333,0.09345794392523364,2023-05-29,0,200
Coalition avenir Québec,2023,560,Repentigny,6705,77,65,12,5735,970,0.15584415584415584,0.14466815809097688,2023-05-29,0,50
Coalition avenir Québec,2023,264,Richelieu,2740,34,31,3,2515,225,0.08823529411764706,0.08211678832116788,2023-05-29,0,40
Coalition avenir Québec,2023,132,Richmond,1910,22,21,1,1900,10,0.04545454545454545,0.00523560209424083,2023-05-29,0,100
Coalition avenir Québec,2023,838,Rimouski,595,8,5,3,375,220,0.375,0.3697478991596639,2023-05-29,0,0
Coalition avenir Québec,2023,834,Rivière-du-Loup-Témiscouata,5957,68,61,7,5445,512,0.10294117647058824,0.08594930334060769,2023-05-29,0,300
Coalition avenir Québec,2023,316,Robert-Baldwin,550,6,2,4,150,400,0.6666666666666666,0.7272727272727273,2023-05-29,0,0
Coalition avenir Québec,2023,930,Roberval,5260,55,26,29,2360,2900,0.5272727272727272,0.5513307984790875,2023-05-29,300,3025
Coalition avenir Québec,2023,356,Rosemont,1830,21,14,7,1285,545,0.3333333333333333,0.2978142076502732,2023-05-29,0,100
Coalition avenir Québec,2023,576,Rousseau,2300,31,23,8,1625,675,0.25806451612903225,0.29347826086956524,2023-05-29,0,100
Coalition avenir Québec,2023,636,Rouyn-Noranda-Témiscamingue,680,8,7,1,650,30,0.125,0.04411764705882353,2023-05-29,0,0
Coalition avenir Québec,2023,110,Saint-François,1830,22,21,1,1730,100,0.04545454545454545,0.0546448087431694,2023-05-29,0,150
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,2925,28,22,6,2400,525,0.21428571428571427,0.1794871794871795,2023-05-29,0,200
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1340,15,14,1,1320,20,0.06666666666666667,0.01492537313432835,2023-05-29,0,0
Coalition avenir Québec,2023,212,Saint-Jean,3230,38,28,10,2375,855,0.2631578947368421,0.2647058823529412,2023-05-29,0,30
Coalition avenir Québec,2023,526,Saint-Jérôme,2265,25,16,9,1365,900,0.36,0.3973509933774834,2023-05-29,0,400
Coalition avenir Québec,2023,318,Saint-Laurent,1225,13,8,5,725,500,0.38461538461538464,0.40816326530612246,2023-05-29,0,0
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1630,19,12,7,1005,625,0.3684210526315789,0.3834355828220859,2023-05-29,100,250
Coalition avenir Québec,2023,470,Sainte-Rose,1477,18,12,6,1025,452,0.3333333333333333,0.3060257278266757,2023-05-29,0,100
Coalition avenir Québec,2023,230,Sanguinet,1210,14,12,2,1150,60,0.14285714285714285,0.04958677685950413,2023-05-29,0,100
Coalition avenir Québec,2023,116,Sherbrooke,1295,17,15,2,1175,120,0.1176470588235294,0.09266409266409266,2023-05-29,0,0
Coalition avenir Québec,2023,220,Soulanges,2975,32,24,8,2400,575,0.25,0.19327731092436976,2023-05-29,0,200
Coalition avenir Québec,2023,250,Taillon,2990,33,23,10,1990,1000,0.30303030303030304,0.33444816053511706,2023-05-29,0,50
Coalition avenir Québec,2023,730,Taschereau,5621,58,48,10,4670,951,0.1724137931034483,0.1691869774061555,2023-05-29,0,50
Coalition avenir Québec,2023,542,Terrebonne,6280,69,44,25,3855,2425,0.36231884057971014,0.3861464968152866,2023-05-29,100,140
Coalition avenir Québec,2023,660,Trois-Rivières,5119,59,42,17,3690,1429,0.288135593220339,0.2791560851728853,2023-05-29,0,600
Coalition avenir Québec,2023,938,Ungava,1250,14,13,1,1220,30,0.07142857142857142,0.024,2023-05-29,0,0
Coalition avenir Québec,2023,240,Vachon,2200,26,17,9,1445,755,0.34615384615384615,0.3431818181818182,2023-05-29,0,75
Coalition avenir Québec,2023,726,Vanier-Les Rivières,2045,24,18,6,1495,550,0.25,0.26894865525672373,2023-05-29,0,0
Coalition avenir Québec,2023,224,Vaudreuil,1280,16,13,3,1175,105,0.1875,0.08203125,2023-05-29,0,55
Coalition avenir Québec,2023,256,Verchères,4215,51,35,16,3145,1070,0.3137254901960784,0.2538552787663108,2023-05-29,0,0
Coalition avenir Québec,2023,300,Verdun,3210,36,22,14,1985,1225,0.3888888888888889,0.381619937694704,2023-05-29,0,110
Coalition avenir Québec,2023,358,Viau,450,5,2,3,150,300,0.6,0.6666666666666666,2023-05-29,0,0
Coalition avenir Québec,2023,476,Vimont,1080,16,11,5,785,295,0.3125,0.27314814814814814,2023-05-29,0,200
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,2900,29,19,10,1900,1000,0.3448275862068966,0.3448275862068966,2023-05-29,0,100
Coalition avenir Québec,2023,858,Îles-de-la-Madeleine,350,6,6,0,350,0,0,0,2023-05-29,0,20
Coalition avenir Québec,2023,NA,NA,400,4,1,3,100,300,0.75,0.75,2023-05-29,0,0
Parti conservateur du Québec,2023,648,Abitibi-Est,20,1,1,0,20,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,642,Abitibi-Ouest,165,3,1,2,25,140,0.6666666666666666,0.8484848484848485,2023-05-29,0,0
Parti conservateur du Québec,2023,338,Acadie,150,2,1,1,50,100,0.5,0.6666666666666666,2023-05-29,0,0
Parti conservateur du Québec,2023,366,Anjou-Louis-Riel,100,1,0,1,0,100,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,520,Argenteuil,323,6,5,1,313,10,0.16666666666666666,0.03095975232198142,2023-05-29,100,100
Parti conservateur du Québec,2023,144,Arthabaska,415,10,9,1,405,10,0.1,0.02409638554216867,2023-05-29,0,0
Parti conservateur du Québec,2023,806,Beauce-Nord,806,15,11,4,556,250,0.26666666666666666,0.31017369727047145,2023-05-29,0,50
Parti conservateur du Québec,2023,802,Beauce-Sud,330,5,4,1,230,100,0.2,0.30303030303030304,2023-05-29,0,0
Parti conservateur du Québec,2023,822,Bellechasse,1570,23,11,12,880,690,0.5217391304347826,0.4394904458598726,2023-05-29,50,50
Parti conservateur du Québec,2023,566,Berthier,145,3,3,0,145,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,588,Bertrand,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,536,Blainville,300,3,3,0,300,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,258,Borduas,20,1,1,0,20,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,360,Bourassa-Sauvé,125,2,2,0,125,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,204,Brome-Missisquoi,400,6,2,4,200,200,0.6666666666666666,0.5,2023-05-29,0,0
Parti conservateur du Québec,2023,370,Camille-Laurin,50,2,1,1,25,25,0.5,0.5,2023-05-29,0,0
Parti conservateur du Québec,2023,238,Chambly,80,3,3,0,80,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,676,Champlain,710,11,9,2,670,40,0.18181818181818185,0.05633802816901408,2023-05-29,10,10
Parti conservateur du Québec,2023,620,Chapleau,426,6,3,3,226,200,0.5,0.4694835680751174,2023-05-29,0,0
Parti conservateur du Québec,2023,748,Charlesbourg,550,10,10,0,550,0,0,0,2023-05-29,25,25
Parti conservateur du Québec,2023,760,Charlevoix-Côte-de-Beaupré,420,7,5,2,320,100,0.2857142857142857,0.23809523809523808,2023-05-29,0,0
Parti conservateur du Québec,2023,754,Chauveau,975,17,11,6,755,220,0.35294117647058826,0.22564102564102564,2023-05-29,15,15
Parti conservateur du Québec,2023,918,Chicoutimi,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,460,Chomedey,20,1,1,0,20,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,814,Chutes-de-la-Chaudière,1505,20,18,2,1305,200,0.1,0.132890365448505,2023-05-29,0,0
Parti conservateur du Québec,2023,226,Châteauguay,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,826,Côte-du-Sud,620,9,6,3,450,170,0.3333333333333333,0.27419354838709675,2023-05-29,0,0
Parti conservateur du Québec,2023,320,D'Arcy-McGee,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,508,Deux-Montagnes,425,5,4,1,400,25,0.2,0.0588235294117647,2023-05-29,0,0
Parti conservateur du Québec,2023,138,Drummond-Bois-Francs,161.63,4,2,2,121.63,40,0.5,0.2474788096269257,2023-05-29,0,10.949999999999989
Parti conservateur du Québec,2023,914,Dubuc,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,466,Fabre,180,3,3,0,180,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,614,Gatineau,276,4,3,1,176,100,0.25,0.36231884057971014,2023-05-29,0,0
Parti conservateur du Québec,2023,346,Gouin,160,3,3,0,160,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,206,Granby,175,2,2,0,175,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,502,Groulx,399,5,2,3,99,300,0.6,0.7518796992481203,2023-05-29,0,0
Parti conservateur du Québec,2023,352,Hochelaga-Maisonneuve,175,3,2,1,150,25,0.3333333333333333,0.14285714285714285,2023-05-29,0,0
Parti conservateur du Québec,2023,602,Hull,150,2,2,0,150,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,216,Huntingdon,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,210,Iberville,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,310,Jacques-Cartier,26,1,0,1,0,26,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,736,Jean-Lesage,330,6,5,1,310,20,0.16666666666666666,0.06060606060606061,2023-05-29,0,0
Parti conservateur du Québec,2023,702,Jean-Talon,885,13,8,5,540,345,0.38461538461538464,0.3898305084745763,2023-05-29,0,0
Parti conservateur du Québec,2023,364,Jeanne-Mance-Viger,50,1,1,0,50,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,126,Johnson,300,3,3,0,300,0,0,0,2023-05-29,100,100
Parti conservateur du Québec,2023,570,Joliette,25,1,1,0,25,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,922,Jonquière,100,1,0,1,0,100,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,554,L'Assomption,125,2,2,0,125,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,720,La Peltrie,1585,31,21,10,1325,260,0.3225806451612903,0.1640378548895899,2023-05-29,50,100
Parti conservateur du Québec,2023,232,La Prairie,130,3,2,1,120,10,0.3333333333333333,0.07692307692307693,2023-05-29,0,0
Parti conservateur du Québec,2023,390,LaFontaine,100,1,1,0,100,0,0,0,2023-05-29,NA,NA
Parti conservateur du Québec,2023,594,Labelle,226,3,3,0,226,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,244,Laporte,100,1,0,1,0,100,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,344,Laurier-Dorion,105,2,2,0,105,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,454,Laval-des-Rapides,300,3,2,1,200,100,0.3333333333333333,0.3333333333333333,2023-05-29,0,0
Parti conservateur du Québec,2023,670,Laviolette-Saint-Maurice,355,9,8,1,345,10,0.1111111111111111,0.02816901408450704,2023-05-29,0,0
Parti conservateur du Québec,2023,530,Les Plaines,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,810,Lotbinière-Frontenac,265,6,3,3,220,45,0.5,0.16981132075471697,2023-05-29,0,0
Parti conservateur du Québec,2023,708,Louis-Hébert,170,4,4,0,170,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,818,Lévis,492.25,10,7,3,410,82.25,0.3,0.1670898933468766,2023-05-29,50,150
Parti conservateur du Québec,2023,304,Marguerite-Bourgeoys,10,1,1,0,10,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,246,Marie-Victorin,115,2,1,1,15,100,0.5,0.8695652173913043,2023-05-29,0,0
Parti conservateur du Québec,2023,306,Marquette,40,2,2,0,40,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,666,Maskinongé,305,4,4,0,305,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,548,Masson,70,2,2,0,70,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,842,Matane-Matapédia,210,3,3,0,210,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,340,Maurice-Richard,300,3,3,0,300,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,350,Mercier,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,482,Mille-Îles,25,1,0,1,0,25,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,514,Mirabel,370,5,4,1,270,100,0.2,0.2702702702702703,2023-05-29,0,0
Parti conservateur du Québec,2023,336,Mont-Royal-Outremont,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,252,Montarville,300,3,2,1,200,100,0.3333333333333333,0.3333333333333333,2023-05-29,0,0
Parti conservateur du Québec,2023,742,Montmorency,567,13,7,6,361,206,0.4615384615384616,0.3633156966490299,2023-05-29,0,0
Parti conservateur du Québec,2023,104,Mégantic,136,4,3,1,86,50,0.25,0.36764705882352944,2023-05-29,0,0
Parti conservateur du Québec,2023,312,Nelligan,120,2,2,0,120,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,150,Nicolet-Bécancour,20,1,1,0,20,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,324,Notre-Dame-de-Grâce,40,1,1,0,40,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,120,Orford,540,6,5,1,500,40,0.16666666666666666,0.07407407407407407,2023-05-29,0,0
Parti conservateur du Québec,2023,626,Papineau,200,2,0,2,0,200,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,608,Pontiac,250,5,2,3,120,130,0.6,0.52,2023-05-29,0,0
Parti conservateur du Québec,2023,714,Portneuf,846,11,7,4,520,326,0.3636363636363637,0.3853427895981087,2023-05-29,0,0
Parti conservateur du Québec,2023,582,Prévost,205,5,4,1,155,50,0.2,0.24390243902439024,2023-05-29,0,0
Parti conservateur du Québec,2023,906,René-Lévesque,200,2,1,1,100,100,0.5,0.5,2023-05-29,0,0
Parti conservateur du Québec,2023,560,Repentigny,25,1,1,0,25,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,264,Richelieu,30,3,3,0,30,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,132,Richmond,156,4,2,2,120,36,0.5,0.2307692307692308,2023-05-29,0,0
Parti conservateur du Québec,2023,838,Rimouski,80,3,3,0,80,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,834,Rivière-du-Loup-Témiscouata,235,4,3,1,135,100,0.25,0.425531914893617,2023-05-29,0,0
Parti conservateur du Québec,2023,316,Robert-Baldwin,100,1,0,1,0,100,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,930,Roberval,115,2,0,2,0,115,1,1,2023-05-29,15,NA
Parti conservateur du Québec,2023,356,Rosemont,250,4,4,0,250,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,576,Rousseau,10,1,0,1,0,10,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,636,Rouyn-Noranda-Témiscamingue,20,1,0,1,0,20,1,1,2023-05-29,0,0
Parti conservateur du Québec,2023,110,Saint-François,50,2,2,0,50,0,0,0,2023-05-29,10,10
Parti conservateur du Québec,2023,326,Saint-Henri-Sainte-Anne,230.23,3,1,2,200,30.23,0.6666666666666666,0.13130347912956608,2023-05-29,0,0
Parti conservateur du Québec,2023,260,Saint-Hyacinthe,35,3,2,1,30,5,0.3333333333333333,0.14285714285714285,2023-05-29,10,10
Parti conservateur du Québec,2023,212,Saint-Jean,325,5,5,0,325,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,526,Saint-Jérôme,385,6,4,2,280,105,0.3333333333333333,0.2727272727272727,2023-05-29,5,5
Parti conservateur du Québec,2023,318,Saint-Laurent,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,330,Sainte-Marie-Saint-Jacques,30,1,1,0,30,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,470,Sainte-Rose,210,4,4,0,210,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,230,Sanguinet,305,6,6,0,305,0,0,0,2023-05-29,10,10
Parti conservateur du Québec,2023,116,Sherbrooke,310,4,4,0,310,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,220,Soulanges,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,250,Taillon,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,730,Taschereau,470,7,4,3,220,250,0.42857142857142855,0.5319148936170213,2023-05-29,0,0
Parti conservateur du Québec,2023,542,Terrebonne,205,3,3,0,205,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,660,Trois-Rivières,450,5,3,2,300,150,0.4,0.3333333333333333,2023-05-29,0,0
Parti conservateur du Québec,2023,240,Vachon,110,2,2,0,110,0,0,0,2023-05-29,0,0
Parti conservateur du Québec,2023,726,Vanier-Les Rivières,737,14,10,4,572,165,0.2857142857142857,0.22388059701492535,2023-05-29,100,100
Parti conservateur du Québec,2023,256,Verchères,400,4,4,0,400,0,0,0,2023-05-29,0,100
Parti conservateur du Québec,2023,300,Verdun,200,2,2,0,200,0,0,0,2023-05-29,100,100
Parti conservateur du Québec,2023,476,Vimont,10,1,1,0,10,0,0,0,2023-05-29,NA,NA
Parti conservateur du Québec,2023,332,Westmount-Saint-Louis,279.32,5,4,1,259.32,20,0.2,0.0716024631247315,2023-05-29,0,0
Parti conservateur du Québec,2023,858,Îles-de-la-Madeleine,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,648,Abitibi-Est,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,642,Abitibi-Ouest,50,2,1,1,25,25,0.5,0.5,2023-05-29,0,0
Parti libéral du Québec,2023,338,Acadie,1595,18,8,10,595,1000,0.5555555555555556,0.6269592476489029,2023-05-29,0,0
Parti libéral du Québec,2023,366,Anjou-Louis-Riel,1435,19,14,5,975,460,0.2631578947368421,0.3205574912891986,2023-05-29,0,0
Parti libéral du Québec,2023,520,Argenteuil,150,4,3,1,125,25,0.25,0.16666666666666666,2023-05-29,0,0
Parti libéral du Québec,2023,144,Arthabaska,133.32,2,2,0,133.32,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,806,Beauce-Nord,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,802,Beauce-Sud,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,822,Bellechasse,58.32,2,2,0,58.32,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,566,Berthier,95,1,1,0,95,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,588,Bertrand,100,1,0,1,0,100,1,1,2023-05-29,0,0
Parti libéral du Québec,2023,536,Blainville,1575,17,15,2,1375,200,0.1176470588235294,0.12698412698412698,2023-05-29,100,325
Parti libéral du Québec,2023,850,Bonaventure,25,1,1,0,25,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,258,Borduas,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,360,Bourassa-Sauvé,1335,16,12,4,975,360,0.25,0.2696629213483146,2023-05-29,0,0
Parti libéral du Québec,2023,204,Brome-Missisquoi,250,4,3,1,150,100,0.25,0.4,2023-05-29,0,0
Parti libéral du Québec,2023,370,Camille-Laurin,670,8,4,4,400,270,0.5,0.40298507462686567,2023-05-29,0,0
Parti libéral du Québec,2023,238,Chambly,450,5,4,1,350,100,0.2,0.2222222222222222,2023-05-29,0,0
Parti libéral du Québec,2023,676,Champlain,200,2,2,0,200,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,620,Chapleau,135,4,4,0,135,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,748,Charlesbourg,500,5,4,1,400,100,0.2,0.2,2023-05-29,0,0
Parti libéral du Québec,2023,760,Charlevoix-Côte-de-Beaupré,350,4,4,0,350,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,754,Chauveau,310,4,4,0,310,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,460,Chomedey,1166.65,14,13,1,1116.65,50,0.07142857142857142,0.04285775511078729,2023-05-29,0,0
Parti libéral du Québec,2023,814,Chutes-de-la-Chaudière,25,1,1,0,25,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,226,Châteauguay,675,8,7,1,625,50,0.125,0.07407407407407407,2023-05-29,0,200
Parti libéral du Québec,2023,826,Côte-du-Sud,108.3,3,3,0,108.3,0,0,0,2023-05-29,0,8.329999999999998
Parti libéral du Québec,2023,320,D'Arcy-McGee,530,7,5,2,425,105,0.2857142857142857,0.19811320754716985,2023-05-29,0,0
Parti libéral du Québec,2023,138,Drummond-Bois-Francs,45,1,1,0,45,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,914,Dubuc,75,2,2,0,75,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,902,Duplessis,74.97,2,2,0,74.97,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,466,Fabre,326.65,5,3,2,241.65,85,0.4,0.26021735802847085,2023-05-29,0,8.329999999999984
Parti libéral du Québec,2023,854,Gaspé,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,614,Gatineau,50,2,2,0,50,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,346,Gouin,270,5,4,1,210,60,0.2,0.2222222222222222,2023-05-29,0,0
Parti libéral du Québec,2023,206,Granby,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,502,Groulx,140,2,1,1,40,100,0.5,0.7142857142857143,2023-05-29,0,0
Parti libéral du Québec,2023,352,Hochelaga-Maisonneuve,260,3,1,2,100,160,0.6666666666666666,0.6153846153846154,2023-05-29,0,0
Parti libéral du Québec,2023,602,Hull,666.65,8,6,2,466.65,200,0.25,0.3000075001875047,2023-05-29,0,0
Parti libéral du Québec,2023,216,Huntingdon,334.99,4,4,0,334.99,0,0,0,2023-05-29,0,35
Parti libéral du Québec,2023,210,Iberville,300,3,2,1,200,100,0.3333333333333333,0.3333333333333333,2023-05-29,0,200
Parti libéral du Québec,2023,310,Jacques-Cartier,3125,33,25,8,2425,700,0.24242424242424243,0.224,2023-05-29,0,0
Parti libéral du Québec,2023,736,Jean-Lesage,138.32,3,2,1,38.32,100,0.3333333333333333,0.7229612492770388,2023-05-29,0,5
Parti libéral du Québec,2023,702,Jean-Talon,541,11,10,1,441,100,0.09090909090909093,0.18484288354898337,2023-05-29,25,25
Parti libéral du Québec,2023,364,Jeanne-Mance-Viger,1140,12,9,3,900,240,0.25,0.21052631578947367,2023-05-29,0,0
Parti libéral du Québec,2023,126,Johnson,175,2,0,2,0,175,1,1,2023-05-29,75,75
Parti libéral du Québec,2023,570,Joliette,195,2,1,1,100,95,0.5,0.4871794871794872,2023-05-29,0,0
Parti libéral du Québec,2023,922,Jonquière,20,1,1,0,20,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,554,L'Assomption,75,2,2,0,75,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,720,La Peltrie,400,4,4,0,400,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,236,La Pinière,1700,18,15,3,1450,250,0.16666666666666666,0.14705882352941177,2023-05-29,150,150
Parti libéral du Québec,2023,232,La Prairie,100,1,0,1,0,100,1,1,2023-05-29,0,0
Parti libéral du Québec,2023,390,LaFontaine,2020,23,14,9,1315,705,0.391304347826087,0.349009900990099,2023-05-29,0,100
Parti libéral du Québec,2023,594,Labelle,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,926,Lac-Saint-Jean,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,244,Laporte,750,9,8,1,725,25,0.1111111111111111,0.03333333333333333,2023-05-29,0,200
Parti libéral du Québec,2023,344,Laurier-Dorion,415,5,5,0,415,0,0,0,2023-05-29,0,100
Parti libéral du Québec,2023,454,Laval-des-Rapides,671,8,6,2,511,160,0.25,0.23845007451564829,2023-05-29,0,0
Parti libéral du Québec,2023,670,Laviolette-Saint-Maurice,100,1,1,0,100,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,530,Les Plaines,275,5,3,2,210,65,0.4,0.23636363636363636,2023-05-29,0,0
Parti libéral du Québec,2023,810,Lotbinière-Frontenac,241.65,3,3,0,241.65,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,708,Louis-Hébert,420,6,5,1,320,100,0.16666666666666666,0.23809523809523808,2023-05-29,0,0
Parti libéral du Québec,2023,818,Lévis,355,5,4,1,325,30,0.2,0.08450704225352113,2023-05-29,30,30
Parti libéral du Québec,2023,304,Marguerite-Bourgeoys,985,12,9,3,825,160,0.25,0.16243654822335024,2023-05-29,0,100
Parti libéral du Québec,2023,246,Marie-Victorin,90,2,2,0,90,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,306,Marquette,1025,11,8,3,725,300,0.2727272727272727,0.2926829268292683,2023-05-29,0,100
Parti libéral du Québec,2023,548,Masson,500,5,2,3,200,300,0.6,0.6,2023-05-29,0,0
Parti libéral du Québec,2023,340,Maurice-Richard,1070,13,10,3,885,185,0.2307692307692308,0.17289719626168223,2023-05-29,0,0
Parti libéral du Québec,2023,350,Mercier,110,2,2,0,110,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,482,Mille-Îles,1325,14,8,6,800,525,0.42857142857142855,0.3962264150943397,2023-05-29,0,0
Parti libéral du Québec,2023,514,Mirabel,320,4,2,2,120,200,0.5,0.625,2023-05-29,0,0
Parti libéral du Québec,2023,336,Mont-Royal-Outremont,1835,20,18,2,1635,200,0.1,0.10899182561307902,2023-05-29,0,0
Parti libéral du Québec,2023,252,Montarville,511,6,6,0,511,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,742,Montmorency,460,6,5,1,450,10,0.16666666666666666,0.0217391304347826,2023-05-29,0,0
Parti libéral du Québec,2023,104,Mégantic,250,3,3,0,250,0,0,0,2023-05-29,0,0
Parti libéral du Québec,2023,312,Nelligan,5030,55,38,17,3515,1515,0.3090909090909091,0.30119284294234594,2023-05-29,0,400
Parti libéral du Québec,2023,324,Notre-Dame-de-Grâce,1350,14,9,5,900,450,0.35714285714285715,0.3333333333333333,2023-05-29,0,200
